Component,Line,Severity,Type,Message,Effort,Author,SoftwareQuality
vendure:docs/assets/styles/_landing-page.scss,167,MAJOR,CODE_SMELL,Unexpected empty block,1min,michael@michaelbromley.co.uk,MAINTAINABILITY
vendure:docs/assets/styles/_markdown.scss,125,MAJOR,CODE_SMELL,Remove this commented out code.,5min,michael@michaelbromley.co.uk,MAINTAINABILITY
vendure:docs/assets/styles/_shortcodes.scss,49,MAJOR,CODE_SMELL,Unexpected empty block,1min,michael@michaelbromley.co.uk,MAINTAINABILITY
vendure:docs/assets/styles/_toc.scss,33,MAJOR,CODE_SMELL,Remove this commented out code.,5min,michael@michaelbromley.co.uk,MAINTAINABILITY
vendure:docs/assets/styles/intro/_cube.scss,64,MAJOR,CODE_SMELL,"Unexpected duplicate selector "".cube"", first used at line 4",1min,michael@michaelbromley.co.uk,MAINTAINABILITY
vendure:docs/assets/styles/intro/_data-flow.scss,9,CRITICAL,BUG,"Unexpected shorthand ""background"" after ""background-color""",5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/assets/styles/intro/_storefront.scss,34,MAJOR,BUG,"Unexpected duplicate ""padding""",1min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/assets/styles/intro/_storefront.scss,48,CRITICAL,BUG,"Unexpected shorthand ""background"" after ""background-color""",5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/assets/styles/intro/intro.scss,35,MAJOR,CODE_SMELL,Remove this commented out code.,5min,michael@michaelbromley.co.uk,MAINTAINABILITY
vendure:docs/assets/styles/intro/intro.scss,121,MINOR,CODE_SMELL,Unexpected extra semicolon,2min,michael@michaelbromley.co.uk,MAINTAINABILITY
vendure:docs/assets/styles/intro/intro.scss,502,MINOR,CODE_SMELL,Unexpected extra semicolon,2min,michael@michaelbromley.co.uk,MAINTAINABILITY
vendure:docs/assets/styles/intro/intro.scss,511,MINOR,CODE_SMELL,Unexpected extra semicolon,2min,michael@michaelbromley.co.uk,MAINTAINABILITY
vendure:docs/assets/styles/main.scss,47,MAJOR,CODE_SMELL,Remove this commented out code.,5min,michael@michaelbromley.co.uk,MAINTAINABILITY
vendure:docs/layouts/404.html,3,MAJOR,BUG,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element",2min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/404.html,5,MAJOR,BUG,Add a <title> tag to this page.,5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/blog/baseof.html,3,MAJOR,BUG,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element",2min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/blog/baseof.html,5,MAJOR,BUG,Add a <title> tag to this page.,5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/docs/baseof.html,3,MAJOR,BUG,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element",2min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/docs/baseof.html,5,MAJOR,BUG,Add a <title> tag to this page.,5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/index.en.html,3,MAJOR,BUG,Add a <title> tag to this page.,5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/index.en.html,65,MINOR,CODE_SMELL,"Add an ""alt"" attribute to this image.",5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/index.en.html,68,MINOR,CODE_SMELL,"Add an ""alt"" attribute to this image.",5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/index.en.html,71,MINOR,CODE_SMELL,"Add an ""alt"" attribute to this image.",5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/index.en.html,74,MINOR,CODE_SMELL,"Add an ""alt"" attribute to this image.",5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/index.en.html,92,MINOR,CODE_SMELL,"Add an ""alt"" attribute to this image.",5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/index.en.html,108,MINOR,CODE_SMELL,"Add an ""alt"" attribute to this image.",5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/index.en.html,123,MINOR,CODE_SMELL,"Add an ""alt"" attribute to this image.",5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/index.en.html,163,MAJOR,CODE_SMELL,"Remove this deprecated ""frameborder"" attribute.",5min,michael@michaelbromley.co.uk,MAINTAINABILITY
vendure:docs/layouts/index.en.html,171,MINOR,CODE_SMELL,"Add an ""alt"" attribute to this image.",5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/partials/breadcrumbs.html,12,MINOR,BUG,Surround this <li> item tag by a <ul> or <ol> container one.,10min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/partials/docs/git-footer.html,6,MINOR,CODE_SMELL,"Add an ""alt"" attribute to this image.",5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/partials/docs/git-footer.html,13,MINOR,CODE_SMELL,"Add an ""alt"" attribute to this image.",5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/partials/docs/menu-filetree.html,17,MINOR,CODE_SMELL,"Add an ""alt"" attribute to this image.",5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/partials/docs/mobile-header.html,2,MAJOR,CODE_SMELL,A form label must be associated with a control.,5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/partials/docs/mobile-header.html,3,MINOR,CODE_SMELL,"Add an ""alt"" attribute to this image.",5min,michael@michaelbromley.co.uk,RELIABILITY
vendure:docs/layouts/partials/footer.html,14,MINOR,CODE_SMELL,"Add an ""alt"" attribute to this image.",5min,michael@michaelbromley.co.uk,RELIABILITY
