Component,Line,Severity,Type,Message,Effort,Author,SoftwareQuality
laudspeaker:Dockerfile,3,MAJOR,CODE_SMELL,"Replace ""as"" with upper case format ""AS"".",5min,mattyait@gmail.com,MAINTAINABILITY
laudspeaker:Dockerfile,18,MAJOR,CODE_SMELL,"Replace ""as"" with upper case format ""AS"".",5min,mattyait@gmail.com,MAINTAINABILITY
laudspeaker:Dockerfile,26,MAJOR,CODE_SMELL,"Replace ""As"" with upper case format ""AS"".",5min,mattyait@gmail.com,MAINTAINABILITY
laudspeaker:Dockerfile.clickhouse,1,MAJOR,CODE_SMELL,Use a specific version tag for the image.,5min,mattyait@gmail.com,MAINTAINABILITY
laudspeaker:Dockerfile.dev.client,3,MAJOR,CODE_SMELL,"Replace ""as"" with upper case format ""AS"".",5min,113930749+mykolalaudspeaker31@users.noreply.github.com,MAINTAINABILITY
laudspeaker:Dockerfile.dev.e2e,15,MINOR,CODE_SMELL,Merge this RUN instruction with the consecutive ones.,5min,github@charawi.com,MAINTAINABILITY
laudspeaker:Dockerfile.dev.server,3,MAJOR,CODE_SMELL,"Replace ""as"" with upper case format ""AS"".",5min,github@charawi.com,MAINTAINABILITY
laudspeaker:Dockerfile.dev.server,10,MAJOR,CODE_SMELL,"Replace ""As"" with upper case format ""AS"".",5min,github@charawi.com,MAINTAINABILITY
laudspeaker:Dockerfile.laudspeaker,1,MAJOR,CODE_SMELL,Use a specific version tag for the image.,5min,github@charawi.com,MAINTAINABILITY
laudspeaker:Dockerfile.mongo,1,MAJOR,CODE_SMELL,Use a specific version tag for the image.,5min,mattyait@gmail.com,MAINTAINABILITY
laudspeaker:Dockerfile.mongo,3,MAJOR,CODE_SMELL,Consider wrapping this instruction in a script file and call it with exec form.,5min,mattyait@gmail.com,MAINTAINABILITY
laudspeaker:Dockerfile.prod.client,3,MAJOR,CODE_SMELL,"Replace ""as"" with upper case format ""AS"".",5min,github@charawi.com,MAINTAINABILITY
